,latitude,longitude
328,-19.624000000000002,123.713
329,-21.233,132.679
330,-21.234,132.689
331,-21.241999999999997,132.678
332,-21.243000000000002,132.687
333,-19.962,123.44
334,-19.969,123.475
335,-19.977999999999998,123.436
336,-19.985,123.471
337,-20.012,123.60799999999999
338,-20.018,123.64200000000001
339,-19.959,123.47
340,-19.975,123.46600000000001
341,-19.982,123.5
342,-20.011,123.63600000000001
343,-19.984,123.427
344,-19.991,123.462
345,-20.019000000000002,123.59899999999999
346,-20.026,123.633
347,-20.0,123.42399999999999
348,-20.007,123.459
349,-20.018,123.346
350,-20.06,123.555
351,-20.067,123.588
352,-20.027,123.307
353,-20.034000000000002,123.34200000000001
354,-20.069000000000003,123.51700000000001
355,-20.076,123.551
356,-20.092,123.54700000000001
357,-20.007,123.416
358,-20.014,123.45100000000001
359,-20.017,123.303
360,-20.024,123.339
361,-20.067999999999998,123.54700000000001
362,-20.075,123.581
363,-20.033,123.3
364,-20.041,123.335
365,-20.077,123.51
366,-20.084,123.544
367,-20.101,123.46799999999999
368,-20.232,123.788
369,-20.108,123.459
370,-20.2,123.58
371,-20.215999999999998,123.57600000000001
372,-20.272000000000002,123.772
373,-20.278,123.804
374,-20.294,123.801
375,-20.266,123.76700000000001
376,-20.272000000000002,123.8
377,-21.232,125.214
378,-21.201999999999998,122.82700000000001
379,-21.27,123.073
380,-21.249000000000002,122.891
381,-21.276999999999997,123.065
382,-21.717,124.85799999999999
383,-21.726,124.83
384,-21.730999999999998,124.855
385,-21.721,124.85
386,-21.726,124.876
387,-21.729,124.822
388,-21.734,124.84700000000001
389,-21.743000000000002,124.819
390,-21.752,124.79
391,-21.238000000000003,122.117
392,-21.255,122.113
393,-21.24,122.111
394,-21.256999999999998,122.10600000000001
395,-21.570999999999998,122.82600000000001
396,-21.611,122.854
397,-21.616999999999997,122.84700000000001
398,-21.706999999999997,123.117
399,-21.59,122.305
400,-21.699,123.111
401,-21.592,122.29700000000001
402,-21.573,121.789
403,-21.581999999999997,121.831
404,-21.754,122.654
405,-21.743000000000002,122.65100000000001
406,-21.574,121.78299999999999
407,-21.583000000000002,121.825
408,-21.738000000000003,122.132
409,-21.74,122.124
410,-21.756,122.035
411,-21.765,122.07600000000001
412,-21.773000000000003,122.031
413,-21.758000000000003,122.029
414,-21.767,122.069
415,-21.851999999999997,122.133
416,-21.91,122.242
417,-21.919,122.199
418,-21.927,122.238
419,-21.854,122.125
420,-21.913,122.234
421,-21.921999999999997,122.191
422,-21.93,122.23
423,-22.035,122.559
424,-22.043000000000003,122.595
425,-21.963,122.14
426,-21.971,122.178
427,-22.090999999999998,122.583
428,-22.099,122.62
429,-22.105999999999998,122.656
430,-22.114,122.691
431,-22.121,122.727
432,-22.049,122.588
433,-21.965999999999998,122.133
434,-21.975,122.17200000000001
435,-22.112,122.72399999999999
436,-22.12,122.684
437,-22.05,122.275
438,-22.671,124.939
439,-22.675,124.963
440,-22.676,124.931
441,-22.680999999999997,124.955
442,-22.151999999999997,122.322
443,-22.160999999999998,122.28
444,-22.169,122.318
445,-22.811,125.477
446,-22.169,122.238
447,-22.177,122.27600000000001
448,-22.816,125.43
449,-22.82,125.45200000000001
450,-22.824,125.47399999999999
451,-22.185,122.234
452,-22.194000000000003,122.272
453,-22.833000000000002,125.449
454,-22.194000000000003,122.19200000000001
455,-22.201999999999998,122.23100000000001
456,-22.338,122.881
457,-22.345,122.915
458,-22.211,122.18799999999999
459,-22.354,122.87700000000001
460,-22.361,122.911
461,-22.165,122.273
462,-22.173000000000002,122.311
463,-22.829,125.443
464,-22.173000000000002,122.23100000000001
465,-22.180999999999997,122.26899999999999
466,-22.19,122.228
467,-22.33,122.87700000000001
468,-22.337,122.911
469,-22.198,122.185
470,-22.206,122.22399999999999
471,-22.346,122.87299999999999
472,-22.353,122.90700000000001
473,-22.851,125.346
474,-22.855,125.368
475,-22.361,122.87
476,-22.369,122.904
477,-22.223000000000003,122.13799999999999
478,-22.230999999999998,122.177
479,-22.279,122.40299999999999
480,-22.37,122.831
481,-22.377,122.866
482,-22.386,122.82799999999999
483,-22.304000000000002,122.35799999999999
484,-22.296999999999997,122.242
485,-22.305,122.279
486,-22.374000000000002,122.609
487,-22.381,122.645
488,-22.868000000000002,125.079
489,-22.226,122.13
490,-22.234,122.169
491,-22.284000000000002,122.39399999999999
492,-23.096,126.333
493,-22.309,122.34899999999999
494,-22.301,122.234
495,-22.309,122.271
496,-22.386999999999997,122.63600000000001
497,-22.916,125.206
498,-22.921,125.229
499,-22.397,122.521
500,-22.765,123.536
501,-22.761,123.53
502,-22.791,123.522
503,-22.866,123.435
504,-22.906999999999996,123.32799999999999
505,-22.877,123.425
506,-22.903000000000002,123.322
507,-22.91,123.353
508,-23.84,127.65299999999999
509,-23.868000000000002,127.616
510,-24.348000000000003,130.285
511,-24.349,130.296
512,-24.354,130.28799999999998
513,-24.355,130.299
514,-22.87,121.62100000000001
515,-23.677,125.23899999999999
516,-24.305,127.99700000000001
517,-23.889,125.65
518,-23.893,125.67
519,-23.896,125.69
520,-23.909000000000002,125.68700000000001
521,-23.892,125.663
522,-23.896,125.68299999999999
523,-23.909000000000002,125.681
524,-23.913,125.70100000000001
525,-23.803,124.32700000000001
526,-23.808000000000003,124.352
527,-23.813000000000002,124.37700000000001
528,-23.816,124.324
529,-23.805999999999997,124.319
530,-23.811999999999998,124.344
531,-23.816999999999997,124.369
532,-24.816999999999997,129.559
533,-23.642,123.089
534,-24.163,125.631
535,-24.166,125.652
536,-23.645,123.115
537,-24.163,125.625
538,-24.166999999999998,125.645
539,-24.891,129.445
540,-24.901999999999997,129.454
541,-24.424,126.238
542,-25.043000000000003,126.821
543,-25.04,126.815
544,-25.043000000000003,126.831
545,-25.052,126.81200000000001
546,-25.105,126.78299999999999
547,-25.108,126.8
548,-24.544,123.344
549,-24.55,123.37299999999999
550,-24.566999999999997,123.30799999999999
551,-24.549,123.366
552,-24.566,123.301
553,-24.572,123.33
554,-24.99,122.81700000000001
555,-24.997,122.848
556,-25.003,122.87799999999999
557,-25.009,122.90799999999999
558,-25.051,122.961
559,-25.058000000000003,122.991
560,-24.994,122.84100000000001
561,-25.0,122.87200000000001
562,-25.006999999999998,122.902
563,-25.049,122.954
564,-25.055,122.984
565,-25.169,123.23200000000001
566,-25.175,123.26
567,-25.204,123.40100000000001
568,-25.098000000000003,122.815
569,-25.129,122.965
570,-25.135,122.995
571,-25.189,123.257
572,-25.175,123.25399999999999
573,-25.205,123.39399999999999
574,-25.096,122.81
575,-25.128,122.96
576,-25.134,122.99
577,-24.953000000000003,121.26899999999999
578,-24.956,121.262
579,-26.611,127.24799999999999
580,-26.765,126.99700000000001
581,-28.935,126.7
582,-28.936999999999998,126.714
583,-34.007,135.306
584,-25.67,-43.203
585,-22.913,-43.736999999999995
586,-23.44,-47.086000000000006
587,-20.24,-40.256
588,-20.83,-47.98
589,-20.831,-47.99100000000001
590,-21.653000000000002,-58.611999999999995
591,-21.625999999999998,-58.644
592,-21.628,-58.674
593,-21.611,-58.646
594,-21.613000000000003,-58.675
595,-21.612,-58.651
596,-21.615,-58.681000000000004
597,-18.959,-42.019
598,-18.959,-42.025
599,-20.927,-56.074
600,-20.741999999999997,-58.503
601,-20.738000000000003,-58.482
602,-20.673000000000002,-58.573
603,-20.675,-58.601000000000006
604,-20.658,-58.575
605,-20.671999999999997,-58.57899999999999
606,-20.675,-58.607
607,-20.572,-58.153999999999996
608,-20.569000000000003,-58.161
609,-17.811,-45.961000000000006
610,-17.812,-45.967
611,-18.114,-49.368
612,-18.116,-49.378
613,-18.046,-50.793
614,-18.048,-50.802
615,-18.037,-50.794
616,-18.039,-50.803999999999995
617,-17.141,-45.228
618,-17.144000000000002,-45.245
619,-17.134,-45.218
620,-17.137,-45.236000000000004
621,-17.651,-60.17100000000001
622,-17.654,-60.20399999999999
623,-17.658,-60.176
624,-17.532,-61.262
625,-17.53,-61.266999999999996
626,-16.225,-52.428000000000004
627,-15.392999999999999,-50.006
628,-15.395,-50.015
629,-15.289000000000001,-49.858999999999995
630,-15.137,-49.523
631,-15.139000000000001,-49.533
632,-15.257,-50.777
633,-14.175,-44.982
634,-16.212,-61.361999999999995
635,-13.19,-41.196999999999996
636,-13.199000000000002,-41.242
637,-14.935,-51.606
638,-14.925999999999998,-51.608000000000004
639,-14.927,-51.617
640,-14.899000000000001,-51.608000000000004
641,-14.9,-51.618
642,-13.19,-41.202
643,28.914,19.766
644,28.912,19.794
645,27.986,22.328000000000003
646,27.648000000000003,22.485
647,27.647,22.502
648,15.127,32.353
649,15.113,32.351
650,15.119000000000002,32.345
651,15.116,32.367
652,13.939,29.555999999999997
653,13.645999999999999,26.27
654,13.638,26.259
655,13.637,26.268
656,13.632,26.238000000000003
657,13.629000000000001,26.256999999999998
658,13.628,26.267
659,13.624,26.226999999999997
660,13.623,26.237
661,13.617,26.22
662,13.615,26.23
663,13.607999999999999,26.219
664,13.606,26.228
665,13.6,26.208000000000002
666,13.597999999999999,26.217
667,13.591,26.206
668,13.583,26.195
669,13.582,26.205
670,13.574000000000002,26.194000000000003
671,13.55,26.171
672,13.542,26.16
673,13.540999999999999,26.169
674,13.535,26.151999999999997
675,13.534,26.162
676,52.16,10.399000000000001
677,52.158,10.413
678,51.369,6.709
679,48.277,14.341
680,45.15,9.946
681,-13.655999999999999,-46.25899999999999
682,-14.050999999999998,-49.486000000000004
683,-14.052999999999999,-49.496
684,-14.048,-49.492
685,-14.049000000000001,-49.503
686,-14.155,-50.278999999999996
687,-13.732999999999999,-49.498999999999995
688,-13.724,-49.5
689,-13.414000000000001,-49.408
690,-13.415999999999999,-49.419
691,-12.65,-44.838
692,-12.655999999999999,-44.843999999999994
693,-13.225999999999999,-48.388000000000005
694,-12.969000000000001,-48.715
695,-12.970999999999998,-48.726000000000006
696,-12.972000000000001,-48.738
697,-13.302,-51.055
698,-13.302999999999999,-51.06399999999999
699,-13.293,-51.056000000000004
700,-13.294,-51.066
701,-12.833,-48.696000000000005
702,-12.834000000000001,-48.708
703,-12.529000000000002,-49.177
704,-12.529000000000002,-49.183
705,-12.365,-49.238
706,-12.366,-49.248999999999995
707,-12.368,-49.26
708,-12.265,-49.333999999999996
709,-11.977,-47.53
710,-12.202,-49.785
711,-11.847999999999999,-47.586999999999996
712,-11.850999999999999,-47.601000000000006
713,-12.265,-51.391999999999996
714,-11.569,-47.0
715,-11.572000000000001,-47.016000000000005
716,-11.817,-48.55
717,-11.819,-48.562
718,-11.558,-47.001999999999995
719,-11.56,-47.018
720,-11.59,-47.486999999999995
721,-11.593,-47.501999999999995
722,-11.525,-47.222
723,-11.573,-47.52
724,-10.388,-47.445
725,-10.350999999999999,-47.795
726,-9.638,-49.205
727,-9.427,-48.778
728,-9.361,-49.266999999999996
729,-9.363,-49.278999999999996
730,-9.14,-49.56
731,-9.191,-49.897
732,-9.193,-49.908
733,-8.505,-47.898999999999994
734,-8.347000000000001,-49.585
735,-7.305,-46.531000000000006
736,-7.438,-47.74100000000001
737,-6.845,-47.70399999999999
738,-6.482,-47.221000000000004
739,-6.485,-47.239
740,-6.452000000000001,-48.367
741,-6.57,-51.097
742,-5.336,-44.798
743,-6.3870000000000005,-51.794
744,-5.3260000000000005,-44.806000000000004
745,-5.058,-43.652
746,-5.308,-45.282
747,-5.055,-43.657
748,-5.309,-45.288000000000004
749,-6.166,-51.281000000000006
750,-6.155,-51.272
751,-6.156000000000001,-51.282
752,-5.452999999999999,-47.77
753,-6.022,-51.81399999999999
754,-6.011,-51.919
755,-6.002000000000001,-51.92100000000001
756,-5.667000000000001,-51.148
757,-5.667999999999999,-51.158
758,-5.6579999999999995,-51.159
759,-5.66,-51.17
760,-5.608,-51.739
761,-5.636,-51.998999999999995
762,-4.781000000000001,-48.485
763,-4.783,-48.501000000000005
764,-4.785,-48.49100000000001
765,-4.773,-48.493
766,-5.096,-50.683
767,-5.071000000000001,-50.583999999999996
768,-4.89,-50.6
769,-4.435,-47.985
770,-4.351,-47.76
771,-4.354,-47.778999999999996
772,-4.739,-50.617
773,-4.7410000000000005,-50.628
774,-4.74,-50.623000000000005
775,-4.206,-47.501000000000005
776,-4.698,-50.755
777,-4.651,-50.925
778,-4.604,-50.672
779,-4.606,-50.684
780,-4.113,-47.657
781,-4.039,-47.27
782,-4.113,-47.663999999999994
783,-4.039,-47.255
784,-4.042,-47.275
785,-4.553,-50.743
786,-4.1530000000000005,-49.033
787,-4.127,-50.693999999999996
788,-4.071000000000001,-50.731
789,-4.021,-50.669
790,-3.917,-50.049
791,-3.9210000000000003,-50.042
792,-4.044,-51.036
793,-3.9139999999999997,-50.983000000000004
794,-3.217,-46.427
795,-3.7439999999999998,-50.049
796,-3.738,-50.044
797,-3.739,-50.056000000000004
798,-3.827,-50.74
799,-3.0039999999999996,-45.54600000000001
800,-3.707,-50.201
801,-3.665,-50.208
802,-3.67,-50.213
803,-3.592,-49.821000000000005
804,-3.5810000000000004,-49.823
805,-3.583,-49.836000000000006
806,-3.693,-50.589
807,-4.025,-53.599
808,-4.099,-54.181000000000004
809,-4.09,-54.181999999999995
810,-3.391,-49.538999999999994
811,-3.3930000000000002,-49.553000000000004
812,-3.4960000000000004,-50.232
813,-3.509,-50.318000000000005
814,-3.51,-50.331
815,-3.487,-50.246
816,-3.52,-50.464
817,-3.39,-49.545
818,-3.522,-50.458
819,-3.4819999999999998,-50.253
820,-4.058,-54.348
821,-3.42,-50.122
822,-4.011,-54.208999999999996
823,-3.5669999999999997,-51.192
824,-3.3689999999999998,-50.401
825,-3.318,-50.346000000000004
826,-3.3110000000000004,-50.341
827,-3.2760000000000002,-50.321000000000005
828,-3.258,-50.273
829,-3.091,-49.222
830,-3.241,-50.638999999999996
831,-3.1460000000000004,-50.42100000000001
832,-3.147,-50.434
833,-3.1489999999999996,-50.446000000000005
834,-3.15,-50.427
835,-3.1510000000000002,-50.43899999999999
836,-3.139,-50.428000000000004
837,-3.141,-50.441
838,-3.238,-51.187
839,-3.24,-51.198
840,-3.097,-50.284
841,-3.653,-54.541000000000004
842,-3.655,-54.55
843,-3.6439999999999997,-54.54
844,-3.645,-54.549
845,-3.181,-51.356
846,-3.182,-51.367
847,-3.215,-51.598
848,-3.635,-54.541000000000004
849,-3.636,-54.55
850,-3.6,-54.49100000000001
851,-3.6010000000000004,-54.5
852,-3.591,-54.492
853,-3.592,-54.501000000000005
854,-3.5810000000000004,-54.485
855,-3.582,-54.494
856,-3.5660000000000003,-54.64
857,-3.495,-54.786
858,-3.344,-54.174
859,-2.469,-49.126999999999995
860,-3.0260000000000002,-54.144
861,-2.676,-52.528999999999996
862,-2.8930000000000002,-54.178000000000004
863,-2.846,-54.428000000000004
864,-2.8360000000000003,-54.42100000000001
865,-2.8369999999999997,-54.43
866,-2.782,-54.626000000000005
867,-2.718,-54.956
868,-1.5519999999999998,-55.813
869,-1.5530000000000002,-55.821999999999996
870,-0.436,-48.465
871,-0.18899999999999997,-49.208
872,1.133,-51.036
873,1.131,-51.048
874,1.328,-50.878
875,2.086,-50.633
876,32.514,6.716
877,31.815,6.223
878,31.814,6.234
879,31.815,6.166
880,31.666999999999998,6.053999999999999
881,31.665,6.065
882,31.638,6.059
883,31.636,6.07
884,31.496,5.848
885,31.343000000000004,6.061
886,28.616999999999997,7.7170000000000005
887,28.686,7.202000000000001
888,5.069,-55.26
889,5.257999999999999,-55.097
890,5.256,-55.107
891,4.985,-57.945
892,4.9830000000000005,-57.955
893,8.681000000000001,-63.157
894,9.641,-63.556000000000004
895,9.638,-63.577
896,9.621,-63.684
897,9.617,-63.705
898,9.613999999999999,-63.727
899,9.637,-63.56100000000001
900,9.657,-63.521
901,9.654,-63.542
902,9.65,-63.563
903,9.647,-63.583999999999996
904,9.629,-63.69
905,9.626,-63.711999999999996
906,9.622,-63.733999999999995
907,9.677999999999999,-63.481
908,9.657,-63.607
909,9.652999999999999,-63.629
910,9.732999999999999,-63.47
911,9.73,-63.49100000000001
912,9.73,-63.476000000000006
913,9.743,-63.478
914,9.859,-63.333999999999996
915,9.975,-63.191
916,9.977,-63.178000000000004
917,-15.325999999999999,19.994
918,-15.65,21.329
919,-15.765999999999998,21.433000000000003
920,-15.765999999999998,21.426
921,-15.767000000000001,21.436999999999998
922,-15.777000000000001,21.436
923,-17.232,22.639
924,-17.507,22.930999999999997
925,-17.509,22.945999999999998
926,-17.51,22.961
927,-17.508,22.941
928,-17.419,21.533
929,-17.421,21.545
930,-17.430999999999997,21.544
931,-17.428,21.538
932,-17.97,25.299
933,-17.984,25.296999999999997
934,-17.977999999999998,25.293000000000003
935,-18.017,25.265
936,-18.019000000000002,25.288
937,-18.03,25.264
938,-18.033,25.285999999999998
939,-17.906,23.398000000000003
940,-18.167,24.987
941,-18.178,24.964000000000002
942,-18.180999999999997,24.986
943,-17.6,18.474
944,-17.607,18.463
945,-17.609,18.472
946,-18.214000000000002,19.703
947,-18.232,19.69
948,-18.241,19.689
949,-18.243,19.637
950,-18.245,19.647000000000002
951,-19.34,27.831
952,-19.344,27.869
953,-19.817999999999998,21.394000000000002
954,-19.829,21.392
955,-20.909000000000002,21.44
956,-20.910999999999998,21.454
957,-20.955,21.379
958,-20.956999999999997,21.392
959,-20.965999999999998,21.377
960,-25.584,26.647
961,-25.587,26.685
962,-25.575,26.679000000000002
963,-25.631,26.668000000000003
964,16.722,-169.53900000000002
965,51.417,143.374
966,51.413000000000004,143.366
967,51.181999999999995,128.42600000000002
968,48.58,134.781
969,48.571999999999996,134.799
970,48.666000000000004,133.356
971,49.004,130.892
972,49.001000000000005,130.909
973,48.995,130.888
974,48.99100000000001,130.905
975,48.496,133.092
976,48.492,133.113
977,48.494,133.108
978,48.456,132.78
979,48.446000000000005,132.775
980,48.168,132.737
981,48.163999999999994,132.75799999999998
982,48.162,132.711
983,48.157,132.732
984,48.153,132.753
985,48.155,132.685
986,47.747,131.094
987,47.743,131.112
988,48.48,125.65799999999999
989,48.298,125.37899999999999
990,48.297,125.39200000000001
991,46.047,124.79899999999999
992,46.06100000000001,123.734
993,45.058,128.075
994,45.316,121.837
995,45.31399999999999,121.85
996,44.431000000000004,125.17200000000001
997,44.423,125.169
998,43.923,125.335
999,43.906000000000006,125.383
1000,44.163999999999994,123.229
1001,43.876000000000005,123.505
1002,43.703,121.931
1003,43.696000000000005,121.789
1004,43.257,123.561
1005,42.321000000000005,125.236
1006,41.839,123.76100000000001
1007,42.37,118.406
1008,41.443999999999996,123.557
1009,41.442,123.569
1010,41.458,123.40100000000001
1011,41.385,123.4
1012,41.318000000000005,123.413
1013,41.302,122.70700000000001
1014,41.132,122.98100000000001
1015,40.974,122.67399999999999
1016,40.972,122.685
1017,40.695,122.429
1018,40.673,122.38799999999999
1019,40.668,122.42299999999999
1020,40.279,114.06
1021,40.277,114.086
1022,40.281,114.079
1023,36.986,126.698
1024,38.423,114.71799999999999
1025,37.931999999999995,116.10700000000001
1026,37.933,116.1
1027,36.968,119.84299999999999
1028,31.456,120.59
1029,31.701999999999998,118.46799999999999
1030,31.441999999999997,119.22399999999999
1031,31.384,119.305
1032,31.252,118.186
1033,31.133000000000003,118.171
1034,-6.942,116.262
1035,-7.529,117.435
1036,-6.379,107.723
1037,-8.27,118.494
1038,-8.273,118.51700000000001
1039,-8.171,117.64
1040,-8.279,118.509
1041,-7.649,112.155
1042,-7.761,112.60700000000001
1043,-7.768,112.59899999999999
1044,-7.77,112.609
